国,リーグ,所属クラブ,選手名,出身国,年齢,身長,体重,ポジション,詳細
日本,J1,浦和レッズ,西川 周作,日本,39,183cm,81kg,GK,ゴールキーパー
日本,J1,浦和レッズ,牲川 歩見,日本,31,195cm,90kg,GK,ゴールキーパー
日本,J1,浦和レッズ,吉田 舜,日本,28,185cm,83kg,GK,ゴールキーパー
日本,J1,浦和レッズ,ダニーロ ボザ,ブラジル,27,184cm,72kg,DF,センターバック
日本,J1,浦和レッズ,石原 広教,日本,26,169cm,65kg,DF,サイドバック
日本,J1,浦和レッズ,マリウス ホイブラーテン,ノルウェー,30,184cm,77kg,DF,センターバック
日本,J1,浦和レッズ,荻原 拓也,日本,25,175cm,73kg,DF,サイドバック
日本,J1,浦和レッズ,根本 健太,日本,22,184cm,81kg,DF,センターバック
日本,J1,浦和レッズ,井上 黎生人,日本,28,180cm,77kg,DF,センターバック
日本,J1,浦和レッズ,松本 泰志,日本,26,180cm,70kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,マテウス サヴィオ,ブラジル,28,175cm,74kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,原口 元気,日本,34,180cm,72kg,MF,ミッドフィールダー/ウィング
日本,J1,浦和レッズ,中島 翔哉,日本,30,164cm,64kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,サミュエル グスタフソン,スウェーデン,30,187cm,79kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,渡邊 凌磨,日本,28,176cm,72kg,MF,ミッドフィールダー/サイドバック
日本,J1,浦和レッズ,関根 貴大,日本,30,167cm,61kg,MF,ウィング/サイドバック
日本,J1,浦和レッズ,大久保 智明,日本,26,170cm,62kg,MF,ウィング/ミッドフィールダー
日本,J1,浦和レッズ,柴戸 海,日本,29,180cm,70kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,松尾 佑介,日本,27,170cm,65kg,MF,ウィング/フォワード
日本,J1,浦和レッズ,安居 海渡,日本,25,174cm,69kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,早川 隼平,日本,19,163cm,65kg,MF,ミッドフィールダー
日本,J1,浦和レッズ,金子 拓郎,日本,27,178cm,75kg,MF,ウィング
日本,J1,浦和レッズ,長沼 洋一,日本,28,178cm,70kg,MF,ウィング/サイドバック
日本,J1,浦和レッズ,安部 裕葵,日本,26,171cm,65kg,FW,フォワード/ウィング
日本,J1,浦和レッズ,チアゴ サンタナ,ブラジル,32,184cm,80kg,FW,フォワード
日本,J1,浦和レッズ,小森 飛絢,日本,24,178cm,74kg,FW,フォワード
日本,J1,浦和レッズ,髙橋 利樹,日本,27,182cm,76kg,FW,フォワード
日本,J1,浦和レッズ,照内 利和,日本,18,172cm,68kg,FW,フォワード
日本,J1,浦和レッズ,二田 理央,日本,22,174cm,70kg,FW,フォワード
日本,J1,東京ヴェルディ,マテウス,ブラジル,32,190cm,82kg,GK,ゴールキーパー
日本,J1,東京ヴェルディ,長沢 祐弥,日本,29,185cm,85kg,GK,ゴールキーパー
日本,J1,東京ヴェルディ,馬渡 洋樹,日本,30,187cm,82kg,GK,ゴールキーパー
日本,J1,東京ヴェルディ,中村 圭佑,日本,20,187cm,85kg,GK,ゴールキーパー
日本,J1,東京ヴェルディ,深澤 大輝,日本,26,174cm,70kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,谷口 栄斗,日本,25,181cm,77kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,林 尚輝,日本,27,181cm,70kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,千田 海人,日本,30,186cm,82kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,宮原 和也,日本,29,172cm,68kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,鈴木 海音,日本,22,182cm,72kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,内田 陽介,日本,22,167cm,65kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,佐古 真礼,日本,22,193cm,88kg,DF,ディフェンダー
日本,J1,東京ヴェルディ,森田 晃樹,日本,24,167cm,63kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,齋藤 功佑,日本,28,170cm,61kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,福田 湧矢,日本,26,176cm,70kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,平川 怜,日本,25,176cm,72kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,稲見 哲行,日本,26,178cm,75kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,松橋 優安,日本,23,172cm,60kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,食野 壮磨,日本,24,167cm,63kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,翁長 聖,日本,30,171cm,68kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,綱島 悠斗,日本,24,188cm,80kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,山本 丈偉,日本,19,185cm,70kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,川村 楽人,日本,19,177cm,65kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,仲山 獅恩,日本,17,170cm,61kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,新井 悠太,日本,22,166cm,65kg,MF,ミッドフィールダー
日本,J1,東京ヴェルディ,染野 唯月,日本,23,181cm,73kg,FW,フォワード
日本,J1,東京ヴェルディ,木村 勇大,日本,24,185cm,84kg,FW,フォワード
日本,J1,東京ヴェルディ,山見 大登,日本,25,165cm,61kg,FW,フォワード
日本,J1,東京ヴェルディ,山田 剛綺,日本,24,170cm,65kg,FW,フォワード
日本,J1,東京ヴェルディ,熊取谷 一星,日本,22,166cm,62kg,FW,フォワード
日本,J1,東京ヴェルディ,白井 亮丞,日本,20,185cm,77kg,FW,フォワード
日本,J1,FC東京,波多野 豪,日本,27,198cm,100kg,GK,ゴールキーパー
日本,J1,FC東京,小林 将天,日本,19,190cm,87kg,GK,ゴールキーパー
日本,J1,FC東京,後藤 亘,日本,19,192cm,83kg,GK,ゴールキーパー
日本,J1,FC東京,キム スンギュ,韓国,34,187cm,84kg,GK,ゴールキーパー
日本,J1,FC東京,渡邊 麻舟,日本,17,186cm,85kg,GK,ゴールキーパー
日本,J1,FC東京,新堀 恵太,日本,16,191cm,84kg,GK,ゴールキーパー
日本,J1,FC東京,室屋 成,日本,31,176cm,70kg,DF,右サイドバック
日本,J1,FC東京,森重 真人,日本,38,183cm,80kg,DF,センターバック
日本,J1,FC東京,木本 恭生,日本,31,184cm,78kg,DF,センターバック
日本,J1,FC東京,長友 佑都,日本,38,170cm,68kg,DF,サイドバック
日本,J1,FC東京,バングーナガンデ 佳史扶,日本,23,176cm,74kg,DF,サイドバック
日本,J1,FC東京,アレクサンダー ショルツ,デンマーク,32,189cm,84kg,DF,センターバック
日本,J1,FC東京,岡 哲平,日本,23,186cm,83kg,DF,センターバック
日本,J1,FC東京,土肥 幹太,日本,20,185cm,75kg,DF,センターバック
日本,J1,FC東京,エンリケ トレヴィザン,ブラジル,28,185cm,78kg,DF,センターバック
日本,J1,FC東京,木村 誠二,日本,23,186cm,80kg,DF,センターバック
日本,J1,FC東京,白井 康介,日本,31,166cm,63kg,DF,サイドバック
日本,J1,FC東京,安斎 颯馬,日本,22,175cm,68kg,MF,ミッドフィールダー/ウィング
日本,J1,FC東京,高 宇洋,日本,27,173cm,72kg,MF,ボランチ
日本,J1,FC東京,東 慶悟,日本,34,178cm,72kg,MF,ミッドフィールダー
日本,J1,FC東京,寺山 翼,日本,25,180cm,78kg,MF,ミッドフィールダー
日本,J1,FC東京,橋本 拳人,日本,31,183cm,72kg,MF,ボランチ
日本,J1,FC東京,遠藤 渓太,日本,27,176cm,73kg,MF,ミッドフィールダー/ウィング
日本,J1,FC東京,常盤 亨太,日本,23,173cm,70kg,MF,ミッドフィールダー
日本,J1,FC東京,俵積田 晃太,日本,21,175cm,71kg,MF,ミッドフィールダー/ウィング
日本,J1,FC東京,西堂 久俊,日本,24,180cm,76kg,MF,ミッドフィールダー
日本,J1,FC東京,小泉 慶,日本,30,173cm,70kg,MF,ボランチ
日本,J1,FC東京,荒井 悠汰,日本,21,175cm,71kg,MF,ミッドフィールダー
日本,J1,FC東京,北原 槙,日本,15,174cm,66kg,MF,ミッドフィールダー
日本,J1,FC東京,小柏 剛,日本,26,167cm,68kg,FW,フォワード
日本,J1,FC東京,山下 敬大,日本,29,185cm,81kg,FW,センターフォワード
日本,J1,FC東京,佐藤 恵允,日本,23,179cm,76kg,FW,フォワード/ウィング
日本,J1,FC東京,マルセロ ヒアン,ブラジル,23,188cm,83kg,FW,センターフォワード
日本,J1,FC東京,小湊 絆,日本,20,178cm,76kg,FW,フォワード
日本,J1,FC東京,長倉 幹樹,日本,25,177cm,72kg,FW,フォワード
日本,J1,FC東京,野澤 零温,日本,21,174cm,70kg,FW,フォワード
日本,J1,FC東京,仲川 輝人,日本,32,161cm,57kg,FW,フォワード/ウィング
日本,J1,FC東京,山口 太陽,日本,18,183cm,79kg,FW,フォワード
日本,J1,FC東京,エヴェルトン ガウディーノ,ブラジル,28,177cm,76kg,FW,フォワード/ウィング
日本,J1,川崎フロンターレ,チョン ソンリョン,大韓民国,40,191cm,91kg,GK,ゴールキーパー
日本,J1,川崎フロンターレ,ジェジエウ,ブラジル,31,186cm,84kg,DF,センターバック
日本,J1,川崎フロンターレ,佐々木 旭,日本,25,178cm,71kg,DF,サイドバック
日本,J1,川崎フロンターレ,山本 悠樹,日本,27,174cm,68kg,MF,ボランチ
日本,J1,川崎フロンターレ,車屋 紳太郎,日本,33,178cm,73kg,DF,サイドバック/センターバック
日本,J1,川崎フロンターレ,橘田 健人,日本,27,168cm,68kg,MF,ボランチ
日本,J1,川崎フロンターレ,エリソン,ブラジル,26,180cm,83kg,FW,センターフォワード
日本,J1,川崎フロンターレ,大島 僚太,日本,32,168cm,64kg,MF,ミッドフィールダー
日本,J1,川崎フロンターレ,小林 悠,日本,37,177cm,72kg,FW,フォワード
日本,J1,川崎フロンターレ,三浦 颯太,日本,24,178cm,74kg,DF,サイドバック
日本,J1,川崎フロンターレ,脇坂 泰斗,日本,30,172cm,68kg,MF,ミッドフィールダー
日本,J1,川崎フロンターレ,田邉 秀斗,日本,23,179cm,70kg,DF,サイドバック
日本,J1,川崎フロンターレ,大関 友翔,日本,20,178cm,68kg,MF,ミッドフィールダー
日本,J1,川崎フロンターレ,伊藤 達哉,日本,28,166cm,61kg,FW,ウィング
日本,J1,川崎フロンターレ,河原 創,日本,27,168cm,65kg,MF,ボランチ
日本,J1,川崎フロンターレ,山田 新,日本,25,175cm,69kg,FW,フォワード
日本,J1,川崎フロンターレ,安藤 駿介,日本,34,185cm,84kg,GK,ゴールキーパー
日本,J1,川崎フロンターレ,マルシーニョ,ブラジル,30,172cm,66kg,FW,ウィング
日本,J1,川崎フロンターレ,宮城 天,日本,24,177cm,70kg,FW,フォワード
日本,J1,川崎フロンターレ,中川 真,日本,18,190cm,76kg,GK,ゴールキーパー
日本,J1,川崎フロンターレ,山内 日向汰,日本,24,172cm,64kg,MF,ミッドフィールダー
日本,J1,川崎フロンターレ,神橋 良汰,日本,19,177cm,72kg,DF,センターバック
日本,J1,川崎フロンターレ,野田 裕人,日本,18,182cm,75kg,DF,センターバック
日本,J1,川崎フロンターレ,ファン ウェルメスケルケン 際,オランダ,31,176cm,70kg,DF,サイドバック
日本,J1,川崎フロンターレ,イ クンヒョン,韓国,18,188cm,80kg,GK,ゴールキーパー
日本,J1,川崎フロンターレ,丸山 祐市,日本,36,184cm,78kg,DF,センターバック
日本,J1,川崎フロンターレ,神田 奏真,日本,20,179cm,70kg,FW,フォワード
日本,J1,川崎フロンターレ,土屋 櫂大,日本,19,176cm,70kg,DF,センターバック
日本,J1,川崎フロンターレ,家長 昭博,日本,39,173cm,70kg,MF,ミッドフィールダー/フォワード
日本,J1,川崎フロンターレ,セサル アイダル,コロンビア,24,185cm,80kg,DF,センターバック
日本,J1,川崎フロンターレ,山口 瑠伊,フランス,27,186cm,81kg,GK,ゴールキーパー
日本,J1,鹿島アントラーズ,早川 友基,日本,26,187cm,81kg,GK,ゴールキーパー
日本,J1,鹿島アントラーズ,山田 大樹,日本,23,192cm,90kg,GK,ゴールキーパー
日本,J1,鹿島アントラーズ,梶川 裕嗣,日本,33,185cm,78kg,GK,ゴールキーパー
日本,J1,鹿島アントラーズ,パク ウィジョン,韓国,21,192cm,86kg,GK,ゴールキーパー
日本,J1,鹿島アントラーズ,安西 幸輝,日本,30,172cm,64kg,DF,サイドバック
日本,J1,鹿島アントラーズ,キム テヒョン,韓国,24,187cm,82kg,DF,センターバック
日本,J1,鹿島アントラーズ,関川 郁万,日本,24,182cm,72kg,DF,センターバック
日本,J1,鹿島アントラーズ,濃野 公人,日本,23,179cm,67kg,DF,サイドバック
日本,J1,鹿島アントラーズ,津久井 佳祐,日本,21,180cm,70kg,DF,センターバック
日本,J1,鹿島アントラーズ,小池 龍太,日本,29,170cm,65kg,DF,サイドバック
日本,J1,鹿島アントラーズ,溝口 修平,日本,21,174cm,66kg,DF,ディフェンダー
日本,J1,鹿島アントラーズ,松本 遥翔,日本,18,176cm,73kg,DF,ディフェンダー
日本,J1,鹿島アントラーズ,佐藤 海宏,日本,18,177cm,72kg,DF,ディフェンダー
日本,J1,鹿島アントラーズ,植田 直通,日本,30,186cm,79kg,DF,センターバック
日本,J1,鹿島アントラーズ,三竿 健斗,日本,29,181cm,73kg,MF,ボランチ
日本,J1,鹿島アントラーズ,柴崎 岳,日本,33,175cm,64kg,MF,ミッドフィールダー
日本,J1,鹿島アントラーズ,知念 慶,日本,30,177cm,73kg,MF,ミッドフィールダー
日本,J1,鹿島アントラーズ,樋口 雄太,日本,28,168cm,66kg,MF,ミッドフィールダー
日本,J1,鹿島アントラーズ,ターレス ブレーネル,ブラジル,27,172cm,68kg,MF,アタッカー/ミッドフィールダー
日本,J1,鹿島アントラーズ,舩橋 佑,日本,22,175cm,67kg,MF,ボランチ
日本,J1,鹿島アントラーズ,松村 優太,日本,24,173cm,63kg,MF,ウィング/アタッカー
日本,J1,鹿島アントラーズ,下田 栄祐,日本,21,178cm,77kg,MF,ボランチ
日本,J1,鹿島アントラーズ,荒木 遼太郎,日本,23,170cm,60kg,MF,アタッカー/ミッドフィールダー
日本,J1,鹿島アントラーズ,田川 亨介,日本,26,181cm,70kg,FW,フォワード
日本,J1,鹿島アントラーズ,師岡 柊生,日本,24,174cm,69kg,FW,フォワード
日本,J1,鹿島アントラーズ,徳田 誉,日本,18,186cm,83kg,FW,フォワード
日本,J1,鹿島アントラーズ,鈴木 優磨,日本,29,182cm,75kg,FW,フォワード
日本,J1,鹿島アントラーズ,チャヴリッチ,セルビア,31,186cm,82kg,FW,フォワード/ウィング
日本,J1,湘南ベルマーレ,上福元 直人,日本,35,183cm,80kg,GK,ゴールキーパー
日本,J1,湘南ベルマーレ,永井 建成,日本,29,185cm,80kg,GK,ゴールキーパー
日本,J1,湘南ベルマーレ,真田 幸太,日本,26,190cm,80kg,GK,ゴールキーパー
日本,J1,湘南ベルマーレ,糸原 紘史郎,日本,27,187cm,83kg,GK,ゴールキーパー
日本,J1,湘南ベルマーレ,舘 幸希,日本,27,172cm,71kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,鈴木 淳之介,日本,21,182cm,70kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,大野 和成,日本,35,180cm,75kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,大岩 一貴,日本,35,181cm,78kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,松本 果成,日本,18,178cm,70kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,本多 康太郎,日本,19,178cm,70kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,松村 晟怜,日本,21,183cm,72kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,髙橋 直也,日本,24,182cm,75kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,キム ミンテ,大韓民国,31,187cm,84kg,DF,ディフェンダー
日本,J1,湘南ベルマーレ,ゼ ヒカルド,ブラジル,26,177cm,75kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,小野瀬 康介,日本,32,176cm,65kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,平岡 大陽,日本,22,168cm,65kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,茨田 陽生,日本,34,175cm,65kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,奥野 耕平,日本,25,171cm,65kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,田村 蒼生,日本,23,175cm,68kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,池田 昌生,日本,25,177cm,65kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,石橋 瀬凪,日本,19,165cm,60kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,奥埜 博亮,日本,35,171cm,68kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,鈴木 雄斗,日本,31,183cm,75kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,藤井 智也,日本,26,171cm,64kg,MF,ミッドフィールダー
日本,J1,湘南ベルマーレ,小田 裕太郎,日本,23,181cm,70kg,FW,フォワード
日本,J1,湘南ベルマーレ,鈴木 章斗,日本,21,178cm,68kg,FW,フォワード
日本,J1,湘南ベルマーレ,根本 凌,日本,25,183cm,80kg,FW,フォワード
日本,J1,湘南ベルマーレ,ルイス フェリッピ,ブラジル,31,179cm,78kg,FW,フォワード
日本,J1,湘南ベルマーレ,渡邊 啓吾,日本,22,178cm,70kg,FW,フォワード
日本,J1,湘南ベルマーレ,石井 久継,日本,19,170cm,65kg,FW,フォワード
日本,J1,柏レイソル,猿田 遥己,日本,26,191cm,83kg,GK,ゴールキーパー
日本,J1,柏レイソル,小島 亨介,日本,28,183cm,85kg,GK,ゴールキーパー
日本,J1,柏レイソル,坂田 大樹,日本,30,184cm,84kg,GK,ゴールキーパー
日本,J1,柏レイソル,松本 健太,日本,28,185cm,80kg,GK,ゴールキーパー
日本,J1,柏レイソル,三丸 拡,日本,31,172cm,71kg,DF,ディフェンダー
日本,J1,柏レイソル,ジエゴ,ブラジル,29,183cm,78kg,DF,ディフェンダー
日本,J1,柏レイソル,古賀 太陽,日本,26,183cm,78kg,DF,ディフェンダー
日本,J1,柏レイソル,田中 隼人,日本,21,188cm,82kg,DF,ディフェンダー
日本,J1,柏レイソル,犬飼 智也,日本,32,182cm,78kg,DF,ディフェンダー
日本,J1,柏レイソル,片山 瑛一,日本,33,181cm,75kg,DF,ディフェンダー
日本,J1,柏レイソル,野田 裕喜,日本,27,181cm,73kg,DF,ディフェンダー
日本,J1,柏レイソル,杉岡 大暉,日本,26,182cm,75kg,DF,ディフェンダー
日本,J1,柏レイソル,原田 亘,日本,28,178cm,75kg,DF,ディフェンダー
日本,J1,柏レイソル,桒田 大誠,日本,22,185cm,84kg,DF,ディフェンダー
日本,J1,柏レイソル,山田 雄士,日本,25,169cm,63kg,MF,ミッドフィールダー
日本,J1,柏レイソル,小泉 佳穂,日本,28,172cm,63kg,MF,ミッドフィールダー
日本,J1,柏レイソル,渡井 理己,日本,25,168cm,64kg,MF,ミッドフィールダー
日本,J1,柏レイソル,小屋松 知哉,日本,30,171cm,68kg,MF,ミッドフィールダー
日本,J1,柏レイソル,手塚 康平,日本,29,177cm,71kg,MF,ミッドフィールダー
日本,J1,柏レイソル,仲間 隼斗,日本,33,170cm,66kg,MF,ミッドフィールダー
日本,J1,柏レイソル,久保 藤次郎,日本,26,167cm,64kg,MF,ミッドフィールダー
日本,J1,柏レイソル,熊坂 光希,日本,24,185cm,75kg,MF,ミッドフィールダー
日本,J1,柏レイソル,戸嶋 祥郎,日本,29,170cm,69kg,MF,ミッドフィールダー
日本,J1,柏レイソル,島村 拓弥,日本,26,170cm,63kg,MF,ミッドフィールダー
日本,J1,柏レイソル,白井 永地,日本,29,176cm,72kg,MF,ミッドフィールダー
日本,J1,柏レイソル,中島 舜,日本,23,173cm,67kg,MF,ミッドフィールダー
日本,J1,柏レイソル,中川 敦瑛,日本,22,173cm,71kg,MF,ミッドフィールダー
日本,J1,柏レイソル,原川 力,日本,31,175cm,72kg,MF,ミッドフィールダー
日本,J1,柏レイソル,モハマド ファルザン佐名,日本,21,175cm,65kg,MF,ミッドフィールダー
日本,J1,柏レイソル,熊澤 和希,日本,24,180cm,75kg,MF,ミッドフィールダー
日本,J1,柏レイソル,細谷 真大,日本,23,178cm,78kg,FW,フォワード
日本,J1,柏レイソル,木下 康介,日本,30,190cm,85kg,FW,フォワード
日本,J1,柏レイソル,垣田 裕暉,日本,27,187cm,78kg,FW,フォワード
日本,J1,柏レイソル,古澤 ナベル慈宇,日本,22,182cm,86kg,FW,フォワード
日本,J1,横浜FC,フェリペ メギオラーロ,ブラジル,26,185cm,82kg,GK,ゴールキーパー
日本,J1,横浜FC,市川 暉記,日本,26,185cm,78kg,GK,ゴールキーパー
日本,J1,横浜FC,石井 僚,日本,25,190cm,85kg,GK,ゴールキーパー
日本,J1,横浜FC,遠藤 雅己,日本,24,187cm,80kg,GK,ゴールキーパー
日本,J1,横浜FC,櫻井 斗真,日本,25,185cm,80kg,GK,ゴールキーパー
日本,J1,横浜FC,大亀 司,日本,21,185cm,78kg,GK,ゴールキーパー
日本,J1,横浜FC,福井 光輝,日本,29,183cm,78kg,GK,ゴールキーパー
日本,J1,横浜FC,ンドカ ボニフェイス,日本,29,183cm,89kg,DF,ディフェンダー
日本,J1,横浜FC,岩武 克弥,日本,29,178cm,75kg,DF,ディフェンダー
日本,J1,横浜FC,林 幸多郎,日本,24,178cm,70kg,DF,ディフェンダー
日本,J1,横浜FC,ヴァンイヤーデン ショーン,日本,20,185cm,75kg,DF,ディフェンダー
日本,J1,横浜FC,福森 晃斗,日本,32,183cm,78kg,DF,ディフェンダー
日本,J1,横浜FC,ユーリ ララ,ブラジル,31,173cm,74kg,MF,ミッドフィールダー
日本,J1,横浜FC,三田 啓貴,日本,34,178cm,68kg,MF,ミッドフィールダー
日本,J1,横浜FC,カプリーニ,ブラジル,28,175cm,70kg,MF,ミッドフィールダー
日本,J1,横浜FC,井上 潮音,日本,27,167cm,60kg,MF,ミッドフィールダー
日本,J1,横浜FC,高井 和馬,日本,30,178cm,70kg,MF,ミッドフィールダー
日本,J1,横浜FC,和田 拓也,日本,34,178cm,70kg,MF,ミッドフィールダー
日本,J1,横浜FC,山下 諒也,日本,27,170cm,65kg,MF,ミッドフィールダー
日本,J1,横浜FC,山田 康太,日本,25,175cm,68kg,MF,ミッドフィールダー
日本,J1,横浜FC,ヴィトール ブエノ,ブラジル,30,182cm,75kg,MF,ミッドフィールダー
日本,J1,横浜FC,小川 慶治朗,日本,32,170cm,65kg,FW,フォワード
日本,J1,横浜FC,伊藤 翔,日本,36,184cm,75kg,FW,フォワード
日本,J1,横浜FC,森 海渡,日本,25,185cm,75kg,FW,フォワード
日本,J1,横浜FC,室井 彗佑,日本,25,170cm,65kg,FW,フォワード
日本,J1,横浜FC,中野 嘉大,日本,32,178cm,70kg,FW,フォワード
日本,J1,横浜FC,桜川 ソロモン,日本,24,190cm,90kg,FW,フォワード
日本,J1,横浜FC,山田 新,日本,25,175cm,70kg,FW,フォワード
日本,J1,横浜F・マリノス,ポープ・ウィリアム,日本,30,192cm,85kg,GK,ゴールキーパー
日本,J1,横浜F・マリノス,朴 一圭,北朝鮮,35,180cm,76kg,GK,ゴールキーパー
日本,J1,横浜F・マリノス,飯倉 大樹,日本,39,181cm,78kg,GK,ゴールキーパー
日本,J1,横浜F・マリノス,木村 凌也,日本,22,187cm,81kg,GK,ゴールキーパー
日本,J1,横浜F・マリノス,トーマス・デン,オーストラリア,28,182cm,75kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,ジェイソン・キニョーネス,コロンビア,27,184cm,78kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,サンディ・ウォルシュ,インドネシア,30,185cm,80kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,加藤 蓮,日本,25,178cm,71kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,鈴木 冬一,日本,25,173cm,65kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,松原 健,日本,32,180cm,75kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,諏訪間 幸成,日本,22,183cm,78kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,埜口 怜乃,日本,18,175cm,68kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,渡辺 皓太,日本,26,165cm,62kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,エウベル,ブラジル,31,170cm,68kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,喜田 拓也,日本,30,170cm,66kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,井上 健太,日本,26,171cm,67kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,天野 純,日本,33,175cm,67kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,山根 陸,日本,21,173cm,69kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,木村 卓斗,日本,24,171cm,68kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,望月 耕平,日本,19,173cm,65kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,浅田 大翔,日本,17,180cm,73kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,遠野 大弥,日本,26,171cm,68kg,FW,フォワード
日本,J1,横浜F・マリノス,ヤン・マテウス,ブラジル,26,166cm,64kg,FW,フォワード
日本,J1,横浜F・マリノス,植中 朝日,日本,23,178cm,72kg,FW,フォワード
日本,J1,横浜F・マリノス,宮市 亮,日本,32,181cm,77kg,FW,フォワード
日本,J1,ファジアーノ岡山,佐々木 雅士,日本,23,185cm,80kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,金山 隼樹,日本,37,187cm,82kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,川上 康平,日本,24,187cm,80kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,スベンド・ブローダーセン,ドイツ,28,187cm,84kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,立田 悠悟,日本,27,191cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,阿部 海大,日本,25,183cm,78kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,柳 育崇,日本,30,187cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,工藤 孝太,日本,21,180cm,72kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,田上 大地,日本,32,184cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,鷲見 星河,日本,22,184cm,80kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,鈴木 喜丈,日本,26,184cm,78kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,藤井 海和,日本,22,175cm,72kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,竹内 涼,日本,34,173cm,67kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,末吉 塁,日本,28,170cm,66kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,江坂 任,日本,33,175cm,67kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,藤田 息吹,日本,34,170cm,68kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,家坂 葉光,日本,22,168cm,64kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,木村 太哉,日本,26,174cm,70kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,神谷 優太,日本,28,176cm,69kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,田部井 涼,日本,25,174cm,70kg,MF,ミッドフィールダー
